,code,predictmonth,predicted_range,predicted_prob,type,monthly_returns,display_name,name
115,002463.XSHE,2020-02,2,0.50751114,Short,-0.08865546218487386,沪电股份,HDGF
116,601360.XSHG,2020-03,2,0.87569684,Short,0.15298340062808435,三六零,SLL
117,300059.XSHE,2020-03,2,0.84059644,Short,0.07484407484407485,东方财富,DFCF
118,002230.XSHE,2020-03,2,0.80541766,Short,0.107068607068607,科大讯飞,KDXF
119,603986.XSHG,2020-03,2,0.7444591,Short,0.333371944862736,兆易创新,ZYCX
120,600588.XSHG,2020-03,2,0.7309633,Short,0.12170212765957444,用友网络,YYWL
121,600276.XSHG,2020-03,2,0.7306476,Short,-0.09440709483621812,恒瑞医药,HRYY
122,002352.XSHE,2020-03,2,0.68031955,Short,0.03492193919474118,顺丰控股,SFKG
123,000100.XSHE,2020-03,2,0.67667514,Short,0.2961672473867596,TCL科技,TCLKJ
124,000938.XSHE,2020-03,2,0.610809,Short,0.2223690004403347,紫光股份,ZGGF
125,000977.XSHE,2020-03,2,0.60248214,Short,0.003602676273803396,浪潮信息,LCXX
126,603019.XSHG,2020-03,2,0.59579027,Short,0.033250466128029836,中科曙光,ZKSG
127,000876.XSHE,2020-03,2,0.5621336,Short,-0.2991275446614041,新希望,XXW
128,600031.XSHG,2020-03,2,0.5554058,Short,0.007458405048766492,三一重工,SYZG
129,002129.XSHE,2020-03,2,0.5018566,Short,0.18735763097949887,中环股份,ZHGF
130,600276.XSHG,2020-04,2,0.8495865,Short,-0.010586851391974685,恒瑞医药,HRYY
131,603288.XSHG,2020-04,2,0.80184466,Short,0.017888222780893526,海天味业,HTWY
132,300059.XSHE,2020-04,2,0.7464193,Short,-0.1363295880149813,东方财富,DFCF
133,002120.XSHE,2020-04,2,0.53298223,Short,0.04033970276008492,韵达股份,YDGF
134,601360.XSHG,2020-04,2,0.5087073,Short,0.014300847457627053,三六零,SLL
135,600276.XSHG,2020-05,2,0.8516839,Short,-0.017847904811174375,恒瑞医药,HRYY
136,300059.XSHE,2020-05,2,0.74721175,Short,0.0606460118655241,东方财富,DFCF
137,601138.XSHG,2020-05,2,0.73455495,Short,0.08758620689655172,工业富联,GYFL
138,600115.XSHG,2020-05,2,0.72702086,Short,0.05022831050228305,东方航空,DFHK
139,000066.XSHE,2020-05,2,0.6986465,Short,-0.1606086221470837,中国长城,ZGCC
140,300033.XSHE,2020-05,2,0.66338223,Short,0.1017999162829636,同花顺,THS
141,002241.XSHE,2020-05,2,0.5730498,Short,-0.10337662337662333,歌尔股份,GEGF
142,603019.XSHG,2020-05,2,0.56080455,Short,-0.08134805345729212,中科曙光,ZKSG
143,601888.XSHG,2020-05,2,0.535272,Short,-0.10885101704233092,中国中免,ZGZM
144,603019.XSHG,2020-06,2,0.7115783,Short,-0.031703385276733,中科曙光,ZKSG
145,603288.XSHG,2020-06,2,0.65787363,Short,-0.08268059181897303,海天味业,HTWY
146,300059.XSHE,2020-06,2,0.6538772,Short,-0.4175438596491228,东方财富,DFCF
147,603986.XSHG,2020-06,2,0.60110044,Short,-0.2198665908268267,兆易创新,ZYCX
148,300015.XSHE,2020-06,2,0.5888701,Short,-0.10955056179775302,爱尔眼科,AEYK
149,002129.XSHE,2020-06,2,0.54901546,Short,-0.2812321734169993,中环股份,ZHGF
